City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
187,Namatanai,PG,2022-04-07 22:49:08,-3.6667,152.4333,77.5,90,100,0.22,moderate rain
188,Lebu,CL,2022-04-07 22:48:11,-37.6167,-73.65,56.66,96,51,9.93,broken clouds
189,Bogandinskiy,RU,2022-04-07 22:49:09,56.8937,65.8938,26.87,90,7,7.74,clear sky
190,Garowe,SO,2022-04-07 22:49:09,8.4054,48.4845,72.23,86,10,9.01,clear sky
191,Belmonte,BR,2022-04-07 22:49:10,-15.8631,-38.8828,76.84,78,0,7.23,clear sky
192,Hoquiam,US,2022-04-07 22:49:11,46.9809,-123.8893,76.44,45,0,18.41,clear sky
193,Naze,JP,2022-04-07 22:49:11,28.3667,129.4833,65.32,65,23,11.99,few clouds
194,Sungaipenuh,ID,2022-04-07 22:49:12,-2.0833,101.3833,61.72,88,78,1.52,broken clouds
195,Talnakh,RU,2022-04-07 22:49:12,69.4865,88.3972,2.61,99,100,3.62,overcast clouds
196,Bambous Virieux,MU,2022-04-07 22:49:13,-20.3428,57.7575,79.05,83,40,10.36,light rain
197,Saskylakh,RU,2022-04-07 22:49:13,71.9167,114.0833,-20.04,100,36,3.58,scattered clouds
198,Solnechnyy,RU,2022-04-07 22:49:14,50.7214,136.6319,26.6,62,4,1.41,clear sky
199,Havoysund,NO,2022-04-07 22:49:14,70.9963,24.6622,33.4,86,100,19.93,light snow
200,Mbandaka,CD,2022-04-07 22:49:15,0.0487,18.2603,73.9,90,53,2.37,broken clouds
201,Talara,PE,2022-04-07 22:49:15,-4.5772,-81.2719,79.56,65,0,17.27,clear sky
202,Rawson,AR,2022-04-07 22:49:16,-43.3002,-65.1023,56.95,84,100,17.67,light rain
203,Groningen,NL,2022-04-07 22:44:38,53.25,6.75,43.21,85,100,14.97,overcast clouds
204,Rundu,NA,2022-04-07 22:49:16,-17.9333,19.7667,75.24,47,97,3.56,overcast clouds
205,Clyde River,CA,2022-04-07 22:49:17,70.4692,-68.5914,8.83,78,100,13.8,light snow
206,Santa Maria Del Oro,MX,2022-04-07 22:45:16,25.9333,-105.3667,80.15,13,4,22.01,clear sky
207,Yinchuan,CN,2022-04-07 22:49:18,38.4681,106.2731,58.06,12,1,7.96,clear sky
208,Polevskoy,RU,2022-04-07 22:49:18,56.4422,60.1878,27.1,89,65,11.77,broken clouds
209,Celestun,MX,2022-04-07 22:49:19,20.8667,-90.4,81.63,82,57,19.42,broken clouds
210,Nautla,MX,2022-04-07 22:49:19,20.2167,-96.7833,75.4,63,67,19.95,broken clouds
211,Ranong,TH,2022-04-07 22:49:20,9.9658,98.6348,77.04,84,61,3.04,broken clouds
212,Alice Springs,AU,2022-04-07 22:45:33,-23.7,133.8833,60.35,51,0,0.0,clear sky
213,Beira,MZ,2022-04-07 22:49:21,-19.8436,34.8389,78.89,88,20,5.99,few clouds
214,Upernavik,GL,2022-04-07 22:49:21,72.7868,-56.1549,5.92,96,100,1.03,overcast clouds
215,Port Keats,AU,2022-04-07 22:49:22,-14.25,129.55,82.08,78,98,3.71,overcast clouds
216,Priyutnoye,RU,2022-04-07 22:49:23,46.1011,43.5072,46.08,60,1,17.34,clear sky
217,Victoria,HK,2022-04-07 22:44:27,22.2855,114.1577,74.17,53,0,8.99,clear sky
218,Chatellerault,FR,2022-04-07 22:49:23,46.8,0.5333,53.56,57,100,10.13,overcast clouds
219,Mount Isa,AU,2022-04-07 22:49:24,-20.7333,139.5,74.97,29,0,12.66,clear sky
220,Santa Rosa,PH,2022-04-07 22:50:24,14.3122,121.1114,81.01,80,96,6.11,overcast clouds
221,Zatoka,UA,2022-04-07 22:50:25,46.0725,30.4654,45.7,91,100,6.73,overcast clouds
222,Tasiilaq,GL,2022-04-07 22:50:26,65.6145,-37.6368,20.03,94,100,10.51,light snow
223,Paita,PE,2022-04-07 22:50:26,-5.0892,-81.1144,73.42,76,42,19.73,scattered clouds
